job_title,overall_rating,wlb_rating,stress_rating,burnout_rating,morning_hours_rating,thinking_style_rating,summary
Peer Support Worker,Avoid,Fair,High,High Risk,Mixed,Mixed,"The Peer Support Worker role poses a significant threat to personal wellbeing due to its high burnout risk and the extreme emotional labor required to manage psychiatric crises. While the protocol-driven reporting aspects align with your strengths, the requirement for high-pressure situational judgment and the unpredictability of night, weekend, and 12-hour shifts conflict with your need for a sustainable, predictable career. Given the high rates of compassion fatigue and the difficulty of separating work from personal lived experience, this role is unlikely to provide the long-term stability you prioritize."
Perioperative Nurse,Avoid,Poor,Very High,High Risk,Mixed,Analytical,"This role is a poor fit as it fundamentally conflicts with your priorities for predictable hours and personal wellbeing due to its mandatory, sleep-disrupting on-call requirements. Furthermore, the job demands high-speed analytical reasoning and mathematical accuracy under extreme pressure, which directly aligns with your cognitive weaknesses rather than your procedural strengths. Given the very high stress levels and significant burnout risk, this position is unlikely to provide a sustainable or healthy career path for you."
Pharmacist,Avoid,Fair,High,High Risk,Mixed,Highly Analytical,"This role presents a fundamental misalignment with your skills, as the requirement for high-level calculus and life-critical clinical deduction conflicts with your preference for procedural, protocol-driven work. Furthermore, the combination of high burnout risk, extreme physical exhaustion from 12-hour shifts, and mandatory night/weekend rotations makes it impossible to achieve the predictable hours and personal wellbeing you prioritize. The high-stakes legal liability and intense cognitive load of this career make it an unsustainable choice for your professional profile."
Pharmacy Technician,Avoid,Poor,High,High Risk,Mixed,Analytical,"The Pharmacy Technician role is a poor fit because it combines high-stress environments and unpredictable scheduling with a heavy reliance on the mathematical and analytical skills you find challenging. The position’s high burnout risk and physically demanding nature directly conflict with your goals for a sustainable, wellbeing-focused career. Furthermore, the high-stakes requirement for error-free dosage calculations makes this path particularly risky given your preference for procedural rather than analytical work."
Physical Therapist,Avoid,Good,High,High Risk,Usually,Analytical,"While the profession offers schedule predictability, the high burnout risk and heavy documentation burden significantly threaten your priority for personal wellbeing and a sustainable career. Most importantly, the role's reliance on high-level analytical reasoning, differential diagnosis, and math conflicts directly with your preference for procedural work and your stated struggles with logical deduction. The combination of intense cognitive demands and aggressive productivity standards creates a high-stress environment that is unlikely to be a good fit for your strengths or long-term health."
Physical Therapy Assistant PTA,Avoid,Good,High,High Risk,Usually,Analytical,"While the role offers the predictable daytime hours and lack of on-call shifts you desire, it is a poor fit due to the high physical strain and significant burnout risk. Most critically, the role's demand for real-time analytical reasoning, medical pattern recognition, and quantitative measurements directly conflicts with your preference for procedural, protocol-driven work. The combination of high-intensity productivity standards and the constant cognitive demands of safety monitoring makes this career path unsustainable for your specific strengths and wellbeing goals."
Physician,Avoid,Poor,Very High,High Risk,Mixed,Highly Analytical,"The Physician role represents a significant mismatch due to its extreme stress levels, poor work-life balance, and high burnout risk, all of which conflict with your priority for wellbeing and predictable hours. Furthermore, the requirement for rapid-fire logical deduction and complex mathematical reasoning is the opposite of your preferred protocol-driven, procedural work style. Given the combination of unpredictable on-call duties and the high cognitive burden, this career is likely to be unsustainable for your long-term health and professional satisfaction."
Physician Assistant,Avoid,Good,High,High Risk,Mixed,Analytical,"The Physician Assistant role presents a fundamental misalignment with your cognitive profile, as it demands the exact skills you struggle with: complex mathematical calculations for dosages and fast-paced deductive reasoning for differential diagnoses. While the career offers lateral mobility, the high cognitive demands, legal liability, and significant risk of burnout create a high-stress environment that directly conflicts with your goal of personal wellbeing. Given the combination of analytical pressure and the emotional labor required, this path is unlikely to be sustainable or satisfying for someone who prefers protocol-driven work."
Primary Care Physician,Avoid,Poor,High,High Risk,Usually,Analytical,"This role is a poor fit because its heavy reliance on fast-paced analytical reasoning and complex logical deduction directly conflicts with your strengths in procedural and protocol-driven work. The persistent 'pajama time' and unpredictable administrative burdens negate your priority for predictable hours, while the high emotional labor and cognitive demands create an extreme risk of burnout. Given your focus on personal wellbeing and career sustainability, the inherent stress and 'latent liability' of primary care make this an unsustainable path for you."
Principal Investigator PI,Avoid,Poor,Very High,High Risk,Often Evenings,Highly Analytical,"The Principal Investigator role is an unsuitable fit because it demands the precise mathematical mastery and complex logical deduction that the candidate struggles with, while simultaneously requiring a 50–60 hour 'always-on' schedule. The extreme legal liability and emotional labor associated with patient safety create a high-stress environment that directly conflicts with the candidate's priority for personal wellbeing. Furthermore, the role's reliance on high-level independent judgment over the candidate's preferred procedural work makes long-term career sustainability highly unlikely."
Psychiatric Aide,Avoid,Poor,Very High,High Risk,Mixed,Mixed,"The Psychiatric Aide role is a poor fit due to extreme stress levels and mandatory overtime policies that directly undermine your priority for predictable hours and personal wellbeing. Although the work is protocol-based, the requirement for split-second, high-stakes decision-making in crisis situations conflicts with your preference for avoiding fast-paced analytical reasoning. Given the high burnout risk and the role's reputation as a temporary stepping stone, it does not offer the long-term career sustainability you seek."
Psychiatrist,Avoid,Good,High,High Risk,Usually,Analytical,"While the role offers the predictable hours and flexibility you desire, the 'analytical' thinking style required for psychiatric diagnosis and medication titration is a direct mismatch for your strengths in procedural and protocol-driven work. The high stakes of independent clinical judgment, combined with extreme emotional labor and a high risk of vicarious trauma, pose a significant threat to your personal wellbeing. Ultimately, the intense cognitive demands and high burnout risk outweigh the benefits of a standard 9-5 schedule."
Radiation Therapist,Avoid,Excellent,High,High Risk,Always,Analytical,"While the role offers exceptional schedule stability and predictable daytime hours, it poses a significant risk to your wellbeing due to high emotional burnout and extreme precision-related stress. Most importantly, the requirement for advanced mathematical verification and analytical judgment directly conflicts with your preference for procedural work and struggle with quantitative reasoning. Consequently, the cognitive mismatch and psychological toll make this career unsustainable despite the favorable work-life balance."
Radiologic Tech,Avoid,Fair,High,High Risk,Mixed,Mixed,"This role poses a significant risk to your long-term wellbeing due to high physical strain, chronic injury potential, and a high-stress environment that frequently demands fast-paced analytical reasoning. While the procedural aspects align with your strengths, the mandatory 'on-call' requirements and moderate math expectations directly conflict with your preference for predictable hours and your specific cognitive struggles. Given the high burnout risk and the likelihood of orthopedic injuries from heavy equipment, this career is unsustainable for a candidate prioritizing physical health and a balanced lifestyle."
Radiologic Technologist,Avoid,Fair,High,Moderate Risk,Mixed,Analytical,"This role is a poor fit because its reliance on analytical reasoning, radiation physics, and real-time technical judgment directly conflicts with your cognitive struggles in math and logical deduction. Furthermore, the prevalence of on-call duties and night shifts for new graduates undermines your priority for predictable hours and personal freedom. Combined with high physical demands and the stress of acute trauma cases, this career path presents significant barriers to the sustainable wellbeing you seek."
Registered Nurse,Avoid,Poor,Very High,Very High Risk,Mixed,Analytical,"The Registered Nurse role presents a fundamental mismatch for a candidate seeking predictable hours and low-stress environments, especially given the documented 'Very High' burnout risk and 'Poor' work-life balance. Crucially, the job's requirement for fast-paced analytical reasoning and flawless math calculations directly conflicts with your reported cognitive struggles. For an individual prioritizing long-term career sustainability and personal wellbeing, this high-stakes profession poses significant risks to both mental health and professional success."
Registered Nurse including Specialties  Staff  ICU  NICU  Med-Surg  ER,Avoid,Fair,Very High,High Risk,Nights Required,Highly Analytical,"This role presents a significant mismatch because its core cognitive requirements—high-stakes mathematical titration and rapid-fire analytical reasoning—align directly with your identified areas of struggle. Furthermore, the extreme stress and mandatory night rotations fundamentally conflict with your priorities for personal wellbeing and predictable, sustainable hours. Given the high risk of burnout and the physical exhaustion associated with bedside care, this profession is unlikely to offer the long-term career stability you seek."
Remote Patient Monitoring Specialist,Avoid,Excellent,High,Moderate Risk,Usually,Analytical,"While the predictable Monday-to-Friday schedule and remote environment perfectly align with your desire for work-life balance, the role’s heavy reliance on complex analytical triage and quantitative skills creates a critical mismatch with your cognitive strengths. Given your struggles with math and logical deduction, the high-stakes responsibility of identifying life-threatening trends would likely lead to severe anxiety and performance issues. Despite the attractive hours, the combination of high legal liability and 'alarm fatigue' makes this position a poor fit for maintaining long-term personal wellbeing."
Respiratory Therapist,Avoid,Fair,Very High,High Risk,Nights Required,Highly Analytical,"This role is a poor fit because it demands high-stakes math and rapid analytical reasoning, areas where you struggle and where errors can have fatal consequences. Furthermore, the extreme stress of life-or-death scenarios and high burnout risk directly conflict with your priorities for personal wellbeing and a sustainable career. Given the mandatory night shifts and physical strain, this profession is unlikely to offer the predictable or balanced lifestyle you require."
Revenue Cycle Manager,Avoid,Good,High,High Risk,Usually,Highly Analytical,"This role is a poor fit because its core requirements for complex analytical reasoning and advanced mathematics directly conflict with your strengths in procedural, protocol-driven work. While the standard morning hours seem attractive, the high stress and significant legal liabilities create a high burnout risk that is incompatible with a wellbeing-focused career. Furthermore, the relentless mental pressure and recurring overtime during financial closing periods undermine the sustainability and predictability you seek in a long-term role."
Security Officer,Avoid,Poor,High,High Risk,Nights Required,Mixed,"The Security Officer role is fundamentally incompatible with your priorities of personal wellbeing and predictable hours, as it demands graveyard shifts, mandatory overtime, and frequent exposure to high-stress trauma. While the procedural nature of the work aligns with your strengths, the requirement for fast-paced judgment and high-stakes de-escalation during crises directly conflicts with your preference for slower analytical reasoning. Given the extreme burnout risk and the physical and emotional exhaustion inherent in the role, this position is not a sustainable career path for your specific needs."
Social Prescriber,Avoid,Excellent,Moderate,High Risk,Always,Analytical,"While the 9-to-5 schedule perfectly matches your preference for predictable morning hours, the high burnout risk and chronic emotional labor significantly undermine long-term career sustainability. Most critically, the role's requirement for creative, non-standardized analytical thinking directly conflicts with your strength in procedural and protocol-driven work. Navigating systemic resource scarcity without a clear algorithm will likely lead to high stress and a sense of professional mismatch."
Sonographer,Avoid,Fair,High,High Risk,Mixed,Analytical,"The role's heavy reliance on investigative analytical reasoning and real-time clinical judgment directly conflicts with your preference for procedural, protocol-driven work. Furthermore, the severe physical toll and 90% injury rate pose a significant threat to your priority of maintaining a sustainable, long-term career. Given the combination of high-stress emotional labor and the potential for unpredictable on-call hours, this profession is a poor fit for your specific wellbeing and cognitive profile."
Speech-Language Pathologist,Avoid,Good,High,High Risk,Usually,Analytical,"While the predictable morning hours and lack of night shifts align with your scheduling needs, the role's high-stakes clinical responsibilities and high burnout risk present a significant threat to your long-term wellbeing. Crucially, the profession demands advanced logical deduction, statistical literacy, and real-time analytical reasoning, which directly conflicts with your preference for procedural, protocol-driven work. Given the combination of intense emotional labor and a cognitive style mismatch, this career is unlikely to be sustainable or rewarding for you."
Stationary Engineer,Avoid,Fair,High,Moderate Risk,Mixed,Highly Analytical,"This role is a poor fit because its core requirements for complex logical deduction and advanced mathematical calculations directly conflict with your professional struggles. The high-stakes nature of managing life-safety systems creates significant legal liability and stress, which undermines your priority for personal wellbeing. Additionally, the unpredictable on-call rotations and seniority-based scheduling make it impossible to guarantee the predictable hours and sustainable pace you seek."
Sterile Processing,Avoid,Fair,High,High Risk,Often Evenings,Highly Procedural,"While the highly procedural nature of this role perfectly aligns with your cognitive strengths and avoids the complex analytical reasoning you find challenging, the environmental factors are a poor fit for your stated priorities. The job's high physical toll, intense surgical pressure, and exposure to bioburden present a significant risk to long-term wellbeing and career sustainability. Furthermore, the reliance on seniority for desirable shifts and the requirement for disruptive on-call duties directly conflict with your need for predictable hours and a balanced lifestyle."
Sterile Processing Technician,Avoid,Fair,High,High Risk,Often Evenings,Mostly Procedural,"While the procedural nature of this role perfectly aligns with your cognitive strengths, the high-stakes 'pressure cooker' environment and extreme physical toll directly conflict with your priority for personal wellbeing. The high risk of burnout and frequent injuries make the career unsustainable long-term, and entry-level technicians should expect evening or night shifts that disrupt a predictable personal schedule. Given your focus on a sustainable and low-stress career, the combination of professional liability and physical exhaustion makes this a poor fit."
Substance Abuse Counselor,Avoid,Fair,High,Very High Risk,Mixed,Analytical,"This role presents a significant mismatch for a candidate who prioritizes wellbeing and sustainability, as it carries a 'Very High' burnout risk and extreme levels of emotional labor. The requirement for high-stakes analytical reasoning and real-time clinical adaptation directly conflicts with the candidate's preference for procedural, protocol-driven work. Furthermore, the lack of predictable hours and the prevalence of crisis-heavy shifts make this position structurally incompatible with a long-term focus on personal health and stability."
Surgeon,Avoid,Very Poor,Very High,High Risk,Nights Required,Highly Analytical,"The role of a Surgeon is fundamentally incompatible with your priorities, as it demands excessive, unpredictable hours and carries an extremely high risk of burnout. Furthermore, the required highly analytical thinking style—focusing on rapid-fire quantitative reasoning and complex deduction—directly conflicts with your strengths in protocol-driven work and your challenges with mathematics. Given the mandatory night shifts and high-stress environment, this profession would significantly compromise your personal wellbeing and long-term career sustainability."
Surgical First Assistant,Avoid,Poor,Very High,High Risk,Mixed,Analytical,"The Surgical First Assistant role is a poor fit because its extreme physical toll and unpredictable on-call shifts directly undermine your goals for personal wellbeing and a sustainable career. Furthermore, the requirement for rapid analytical reasoning and mental math during high-stakes emergencies conflicts with your preference for procedural, protocol-driven work. Given the high risk of burnout and the likelihood of being physically forced out of the profession by your 50s, this career path does not offer the stability or work-life balance you prioritize."
Surgical Technologist,Avoid,Poor,High,High Risk,Mixed,Mostly Procedural,"While the role's procedural nature and low requirement for complex analysis align perfectly with your technical strengths, the extreme physical demands and mandatory on-call shifts directly conflict with your priority for predictable hours. The high-stress operating room environment and the requirement to remain until a surgery is completed make this career unsustainable for someone focused on long-term personal wellbeing. Ultimately, the significant risk of burnout and lack of schedule control outweigh the benefits of a protocol-driven workload."
Telehealth Compliance Officer,Avoid,Excellent,High,Low Risk,Always,Analytical,"While the role offers exceptional work-life balance and a highly predictable 9-to-5 schedule, it is a poor fit due to a fundamental mismatch between the required thinking style and your professional strengths. The position demands advanced logical deduction, quantitative skills for auditing, and fast-paced analytical reasoning—areas you specifically struggle with—to manage high-stakes legal liability. Entrusting these complex responsibilities to someone who prefers procedural work over analytical interpretation would likely lead to extreme stress and significant risk of professional failure."
Telehealth Nurse Practitioner,Avoid,Excellent,High,Moderate Risk,Mixed,Analytical,"While the role offers an excellent work-life balance by eliminating commutes, it represents a significant mismatch because the 'Analytical' thinking style required directly conflicts with your preference for procedural, protocol-driven work. The high-stakes environment demands rapid-fire logical deduction and independent diagnostic reasoning in short windows, which aligns poorly with your strengths and could lead to extreme stress. Furthermore, the frequent requirement for evening and weekend shifts undermines your priority for predictable morning hours and a sustainable, low-pressure career."
Telehealth Registered Nurse,Avoid,Good,High,Moderate Risk,Mixed,Analytical,"While telehealth offers physical relief and a lack of commute, the role’s reliance on high-stakes analytical reasoning and complex math directly conflicts with your core professional struggles. The high stress of legal liability combined with performance-based metrics like Average Handle Time makes this a mentally exhausting environment that threatens your goal of personal wellbeing. Additionally, the requirement for rotating night and holiday shifts likely precludes the predictable schedule you seek until you reach high seniority."
Telemedicine Physician,Avoid,Excellent,High,Moderate Risk,Mixed,Analytical,"While the role offers excellent schedule predictability and eliminates commuting, it is a poor fit due to the fundamental mismatch between the candidate’s procedural strengths and the job's demand for high-speed analytical reasoning. The high-stress environment, driven by production metrics and complex risk assessments, directly targets the candidate's cognitive weaknesses, posing a severe threat to their personal wellbeing. Furthermore, the common requirement for night and weekend shifts undermines the candidate's priority for predictable, sustainable hours."
Triage Nurse Remote,Avoid,Fair,High,Moderate Risk,Mixed,Analytical,"While the remote nature of this role eliminates physical labor, the high legal liability and constant 'blind' decision-making create a high-stress environment that directly conflicts with your wellbeing priorities. The requirement for graveyard shifts and rotating weekends for new hires undermines your goal of predictable morning hours, leading to significant risk of burnout and decision fatigue. Most critically, the role's core requirement for fast-paced analytical reasoning and logical deduction poses a major challenge given your preference for protocol-driven work, likely leading to performance anxiety and job dissatisfaction."
Vice President of Revenue Cycle,Avoid,Poor,High,High Risk,Often Evenings,Highly Analytical,"This role is fundamentally incompatible with your career goals, as it demands a grueling 50–60 hour work week and 24/7 accountability that directly contradicts your priority for predictable hours and wellbeing. Furthermore, the position requires high-level quantitative reasoning and complex financial forecasting, which conflicts with your preference for procedural, protocol-driven work. Given the extreme burnout risk and the misalignment with your cognitive strengths, this career path would likely prove unsustainable and highly stressful."
Virtual Care Coordinator,Avoid,Excellent,High,Moderate Risk,Usually,Analytical,"While the predictable business hours and lack of a commute align perfectly with your desire for work-life balance, the high-stakes analytical nature of the role presents a significant risk to your wellbeing. The requirement for fast-paced triage and complex data interpretation directly conflicts with your preference for procedural work and your struggles with logical deduction. Given the high legal liability and constant 'alert fatigue' involved, the cognitive mismatch would likely lead to severe stress and burnout despite the stable schedule."
