job_title,overall_rating,wlb_rating,stress_rating,burnout_rating,morning_hours_rating,thinking_style_rating,summary
Patient Transporter,Avoid,Poor,Moderate,High Risk,Mixed,Highly Procedural,"While the highly procedural nature of this role perfectly aligns with your preference for protocol-driven work over complex analysis, it fundamentally conflicts with your priorities for wellbeing and sustainability. The severe physical toll and high risk of long-term injury make this position unsustainable, while mandatory night and weekend rotations for new hires undermine your desire for stable personal hours. Ultimately, the extreme physical exhaustion and high burnout risk create an environment where the cognitive fit cannot compensate for the lack of career longevity."
Pediatrician,Avoid,Fair,High,High Risk,Mixed,Highly Analytical,"The Pediatrician role presents a significant cognitive and emotional mismatch, as its core requirements for high-precision math and rapid analytical deduction directly conflict with your stated professional struggles. Furthermore, the high burnout risk and heavy administrative 'pajama time' charting undermine your priority for personal wellbeing and a sustainable work-life balance. Given the combination of high-stakes liability and unpredictable scheduling, this career path would likely lead to extreme stress rather than the predictable environment you seek."
Peer Support Worker,Avoid,Fair,High,High Risk,Mixed,Mixed,"The Peer Support Worker role presents significant risks to your priorities of personal wellbeing and career sustainability due to extreme emotional labor and a high risk of re-traumatization. While the work aligns with your preference for avoiding complex math, the demand for real-time crisis judgment and the prevalence of unpredictable shift work conflict with your need for stability. Given the high attrition rates and the 'informal boundary bleed,' this position is likely to lead to burnout rather than the balanced lifestyle you seek."
Perioperative Nurse,Avoid,Poor,Very High,High Risk,Mixed,Analytical,"This role is a poor fit as it fundamentally conflicts with your priorities for predictable hours and personal wellbeing due to mandatory on-call shifts, extreme stress, and a high burnout risk. Furthermore, the job requires fast-paced analytical reasoning and quantitative skills that align with your stated weaknesses, potentially leading to performance anxiety and professional dissatisfaction. While the protocol-heavy environment matches your strengths, the lack of schedule control and the life-or-death pressure make this career path unsustainable for you."
Pharmacist,Avoid,Fair,High,High Risk,Mixed,Highly Analytical,"The pharmacist role is a poor fit because its core requirements for exceptional quantitative reasoning and fast-paced clinical deduction directly conflict with your stated struggles in math and logical reasoning. Furthermore, the high legal liability and significant physical toll of 12-hour shifts create an extreme burnout risk that undermines your goal of a sustainable, wellbeing-focused career. Given that schedules often involve unpredictable rotating shifts, evenings, and holidays, this position also fails to offer the stability and predictable hours you prioritize."
Pharmacovigilance Specialist,Avoid,Excellent,High,Moderate Risk,Usually,Analytical,"While the role offers the predictable corporate schedule and remote flexibility you value, its 'Analytical' thinking style is a fundamental mismatch for your preference for procedural work and your struggles with logical deduction. The 'High' stress environment, driven by high-stakes safety decisions and statistical reasoning, would likely lead to rapid burnout given that the core tasks conflict with your professional strengths. Despite the excellent work-life balance on paper, the cognitive pressure and requirement for independent analytical judgment make this an unsustainable career path for your specific profile."
Pharmacy Technician,Avoid,Poor,High,High Risk,Mixed,Analytical,"This role is a poor fit because its core requirements—complex pharmaceutical math and fast-paced analytical reasoning—directly conflict with your professional strengths and preferences. Furthermore, the high stress levels, extreme burnout risk, and unpredictable scheduling significantly undermine your priorities for personal wellbeing and a sustainable career. Given the physical demands and the high-stakes nature of the work, this position is likely to lead to rapid exhaustion rather than long-term stability."
Physical Therapist,Avoid,Excellent,High,High Risk,Mixed,Analytical,"While the role offers predictable schedules without overnight shifts, the high risk of physical injury and emotional burnout makes it a poor choice for long-term sustainability. Most importantly, the profession requires high-level analytical reasoning, spatial logic, and mathematical calculations, which directly conflict with your strengths in procedural, protocol-driven work. The fast-paced environment and constant need for on-the-fly clinical deductions would likely result in excessive stress and a lack of job satisfaction."
Physician,Avoid,Poor,Very High,High Risk,Mixed,Highly Analytical,"The physician role presents a severe misalignment with your priorities, characterized by high burnout risk and poor work-life balance that undermine long-term sustainability. Furthermore, the profession requires rigorous analytical reasoning and complex quantitative logic, which conflicts directly with your preference for procedural work and your struggles with math. Given the extreme stress and unpredictable hours involved, this career path is highly likely to compromise your personal wellbeing."
Physician Assistant,Avoid,Excellent,High,Moderate Risk,Mixed,Highly Analytical,"While the Physician Assistant role offers excellent lateral mobility and potential for work-life balance, it is a poor fit due to a fundamental mismatch between the job's cognitive demands and your stated weaknesses in math and logical deduction. The requirement for high-stakes differential diagnosis and precise medication dosing could lead to extreme stress and liability concerns for a candidate who prefers protocol-driven work over fast-paced analytical reasoning. Ultimately, the intense mental stamina required to navigate medical 'grey areas' makes this career unsustainable for your specific professional profile and wellbeing priorities."
Primary Care Physician,Avoid,Fair,High,High Risk,Usually,Highly Analytical,"The Primary Care Physician role is a poor fit because the required highly analytical thinking style and rapid diagnostic deduction directly conflict with your strengths in procedural and protocol-driven work. Although clinic hours seem stable, the pervasive 'pajama time' and high burnout risk undermine your goals for a sustainable career and personal wellbeing. Additionally, the fast-paced environment and high-stakes medical liability create a high-stress atmosphere that is incompatible with a candidate who struggles with logical deduction and math."
Principal Investigator PI,Avoid,Poor,Very High,High Risk,Often Evenings,Highly Analytical,"The Principal Investigator role is a direct contradiction to your priorities of work-life balance and predictable hours, requiring relentless 50-70+ hour work weeks and 24/7 accountability. Furthermore, the role's reliance on elite-level analytical thinking, biostatistics, and complex problem-solving conflicts sharply with your preference for procedural, protocol-driven work. Given the extreme stress levels and high burnout risk inherent in the 'publish or perish' culture, this position is fundamentally unsustainable for a candidate focused on personal wellbeing."
Privacy Officer HIPAA,Avoid,Good,High,Moderate Risk,Usually,Analytical,"This role is a poor match because it demands high-stakes analytical reasoning, logical deduction, and quantitative assessment, which directly conflict with your strengths in procedural and protocol-driven work. While the standard corporate schedule appears stable, the 'High' stress rating and significant legal liability create a high-pressure environment that undermines your priority for personal wellbeing. The necessity for crisis management during data breaches and the role's function as the 'internal police' make this a high-burnout risk for someone seeking a sustainable and predictable career path."
Psychiatric Aide,Avoid,Poor,Very High,Very High Risk,Nights Required,Mostly Procedural,"While the procedural nature of this role aligns with your cognitive preference for protocol-driven work, the working conditions directly conflict with your primary goals of wellbeing and predictable hours. The high risk of burnout, mandatory night shifts, and constant threat of workplace violence create a high-stress environment that is structurally unsustainable for a long-term career. Given that chronic understaffing and mandatory overtime frequently disrupt personal life, this position is likely to lead to rapid exhaustion and should be avoided."
Psychiatrist,Avoid,Good,High,High Risk,Usually,Highly Analytical,"While psychiatry offers predictable morning hours and long-term physical sustainability, the role's high emotional labor and significant burnout risk pose a severe threat to your personal wellbeing. Crucially, the requirement for rapid, high-stakes analytical reasoning and complex pharmacological math directly conflicts with your strengths in procedural, protocol-driven work. Given the combination of extreme stress and a fundamental cognitive mismatch, this career path is not a sustainable choice for your specific needs."
Radiation Therapist,Avoid,Excellent,High,High Risk,Usually,Analytical,"While the role offers the predictable daytime schedule and work-life balance you prioritize, the high burnout risk and intense emotional burden pose a significant threat to long-term wellbeing. Most importantly, the job’s requirement for high-level analytical reasoning and quantitative skills directly conflicts with your self-identified struggles in math and logical deduction. Because the role demands high-stakes precision in areas outside your core strengths, the cognitive pressure and risk of error make this a poor fit for a sustainable career."
Radiologic Tech,Avoid,Fair,High,High Risk,Mixed,Analytical,"Radiologic technology presents a significant misalignment for a candidate prioritizing wellbeing due to its high physical strain, extreme burnout risk, and unpredictable on-call requirements. Furthermore, the role's demand for high-speed analytical reasoning and algebraic calculations directly conflicts with your preference for procedural work and your stated struggle with math. Given the combination of high-stakes stress and a fundamental cognitive style mismatch, this career path is unlikely to be sustainable or satisfying for you."
Radiologic Technologist,Avoid,Fair,High,High Risk,Mixed,Analytical,"The role’s heavy reliance on quantitative calculations and fast-paced analytical reasoning directly conflicts with your preference for procedural work and your struggles with math and logical deduction. High physical demands and significant burnout risk further undermine your goal of a sustainable, wellbeing-focused career. Additionally, the requirement for new graduates to work nights and on-call shifts makes achieving predictable hours unlikely in the early years of this profession."
Registered Nurse including Specialties  Staff  ICU  NICU  Med-Surg  ER,Avoid,Poor,Very High,Very High Risk,Nights Required,Highly Analytical,"This role is a poor fit as it demands high-stakes analytical reasoning and complex medication mathematics that conflict with your preference for procedural, protocol-driven work. The mandatory night shifts and extreme physical toll directly oppose your priorities for predictable hours and personal wellbeing. Given the very high burnout risk and the transition of 'days off' into recovery periods, this career path is fundamentally unsustainable for your specific professional goals."
Respiratory Therapist,Avoid,Fair,Very High,High Risk,Nights Required,Highly Analytical,"This role is a poor fit as it demands high-speed analytical reasoning and complex mathematical calculations that directly conflict with your preference for protocol-driven work. The requirement for mandatory night shifts and 12-hour cycles undermines your priority for predictable hours and personal wellbeing. Given the extreme stress, high burnout risk, and the physical toll of acute care, this career path is unsustainable for a candidate seeking a balanced and low-stress environment."
Revenue Cycle Manager,Avoid,Excellent,High,Moderate Risk,Always,Highly Analytical,"While the role offers the predictable Monday-to-Friday schedule and excellent work-life balance you prioritize, it presents a significant mismatch with your core cognitive strengths. The position demands high-level quantitative analysis and logical deduction, which are areas where you struggle, making the daily tasks likely to feel overwhelming rather than sustainable. Given the high stress from legal liabilities and the analytical nature of the work, this role would likely compromise your wellbeing despite the favorable hours."
Revenue Integrity Manager,Avoid,Excellent,High,Moderate Risk,Usually,Highly Analytical,"While this role provides the predictable schedule and work-life balance you seek, it is a poor fit due to the fundamental mismatch between the job's core requirements and your cognitive strengths. The position demands advanced mathematical skills and complex analytical reasoning—areas where you have identified significant struggles—creating a high risk of professional failure and mental strain. Furthermore, the substantial legal and financial liability associated with errors makes this a high-pressure environment that likely outweighs the benefits of its stable hours."
Security Officer,Avoid,Poor,Very High,High Risk,Mixed,Analytical,"This role is fundamentally incompatible with your priorities due to its extreme stress, high burnout risk, and unpredictable scheduling that includes mandatory overtime and holiday shifts. Furthermore, the job's requirement for fast-paced analytical reasoning and creative problem-solving in high-stakes crises conflicts with your preference for protocol-driven work. Given the persistent threat of physical violence and the significant legal liabilities involved, this career path is unlikely to offer the long-term sustainability or personal wellbeing you seek."
Sonographer,Avoid,Fair,High,High Risk,Mixed,Analytical,"This role is a poor fit due to a significant mismatch in thinking style, as it requires fast-paced analytical reasoning and physics-based calculations that conflict with your preference for protocol-driven work. Furthermore, the high burnout risk and 90% rate of scanning in pain present a direct threat to your priority of long-term physical wellbeing and career sustainability. Combined with unpredictable hospital schedules and the intense emotional labor of high-stakes diagnostics, this profession is unlikely to offer the stability or comfort you seek."
Speech-Language Pathologist,Avoid,Good,High,Moderate Risk,Always,Analytical,"While the Speech-Language Pathologist role aligns with your preference for predictable morning hours, the clinical requirement for fast-paced analytical reasoning and high-stakes decision-making directly conflicts with your procedural work style. The high level of stress and liability surrounding patient safety, combined with the emotional labor of the profession, poses a significant threat to your long-term personal wellbeing. Consequently, the mismatch between your cognitive strengths and the job's analytical demands makes this career an unsustainable choice for your professional profile."
Stationary Engineer,Avoid,Poor,High,Moderate Risk,Mixed,Highly Analytical,"This role is a poor fit because its requirement for rotating night shifts and forced overtime directly conflicts with your priority for predictable hours and personal wellbeing. Additionally, there is a fundamental cognitive mismatch, as the position demands advanced mathematical calculations and rapid deductive reasoning while you excel in protocol-driven, procedural work. Given the high-stakes stress of maintaining life-critical systems and the decade-long wait for seniority, this career path is likely to result in significant strain and professional dissatisfaction."
Substance Abuse Counselor,Avoid,Fair,Very High,High Risk,Mixed,Analytical,"This role poses a significant threat to your personal wellbeing due to its very high stress levels, chronic trauma exposure, and one of the highest burnout rates in the healthcare sector. The requirement for rapid, high-stakes analytical reasoning during life-or-death crises directly conflicts with your preference for structured, procedural work. Furthermore, the lack of predictable daytime hours for junior practitioners makes this career path unsustainable for someone prioritizing work-life balance and emotional bandwidth."
Surgeon,Avoid,Very Poor,Very High,High Risk,Often Evenings,Highly Analytical,"The surgical profession fundamentally conflicts with your priorities of predictable hours and personal wellbeing due to its grueling 60-80 hour weeks and extreme burnout risk. Furthermore, your preference for protocol-driven work is a poor match for a role that demands constant, high-stakes analytical reasoning and rapid decision-making in unpredictable environments. Given the significant physical toll and frequent evening commitments, this career path does not align with your goal of a sustainable and balanced lifestyle."
Surgical First Assistant,Avoid,Poor,High,High Risk,Mixed,Analytical,"This role is a poor fit because it fundamentally conflicts with your priorities of predictability and sustainability, featuring mandatory on-call shifts and a high physical toll that often leads to premature career exits. Furthermore, the requirement for fast-paced analytical reasoning and quantitative calculations directly opposes your preference for protocol-driven work and your difficulties with math. Given the high-stakes stress and lack of work-life balance, this position presents an extreme risk of burnout and is not recommended for a candidate focused on long-term wellbeing."
Surgical Technologist,Avoid,Poor,High,High Risk,Mixed,Mostly Procedural,"While the role's procedural and protocol-driven thinking style aligns perfectly with your strengths, the high-stress environment and extreme burnout risk make it unsustainable for a candidate prioritizing wellbeing. The mandatory on-call requirements and heavy physical toll directly conflict with your need for predictable hours and a long-term career path. Unless you can guarantee a position in an ambulatory surgery center to bypass hospital-based demands, the overall profile poses a significant threat to your personal health and work-life balance."
Telehealth Nurse Practitioner,Avoid,Excellent,High,Moderate Risk,Mixed,Analytical,"While the role offers excellent schedule predictability and eliminates a commute, it is a poor fit due to the high-stress environment and the intense analytical thinking required. The demand for rapid-fire deductive reasoning and high-stakes decision-making directly conflicts with your preference for procedural, protocol-driven work. Furthermore, the high clinical volume and potential for social isolation create a burnout risk that outweighs the benefits of a predictable schedule."
Telehealth Registered Nurse,Avoid,Fair,High,Moderate Risk,Mixed,Analytical,"This role is a poor match because the requirement for rapid, high-stakes analytical reasoning directly conflicts with your preference for procedural work. The high stress of 'blind triage' and the significant legal liability present a severe risk to your personal wellbeing, outweighing the benefit of physical sustainability. Additionally, the mandatory evening, weekend, and holiday shifts are likely to undermine the predictable lifestyle and work-life balance you prioritize."
Telemedicine Physician,Avoid,Excellent,High,Moderate Risk,Mixed,Analytical,"While the role offers excellent schedule predictability and the elimination of a commute, it is a poor fit because the required analytical thinking style directly conflicts with your strengths in procedural and protocol-driven work. The high-volume environment demands rapid, high-stakes diagnostic decisions and logical deduction without physical exams, which aligns with the specific areas where you struggle. Furthermore, the combination of high liability stress, moderate burnout risk, and mandatory night/weekend shifts makes this role unsustainable for a candidate prioritizing personal wellbeing and low-stress environments."
Triage Nurse Remote,Avoid,Fair,High,High Risk,Often Evenings,Mixed,"While the role's reliance on clinical protocols aligns with your procedural strengths, the requirement for rapid, high-stakes analytical reasoning under intense time pressure directly conflicts with your cognitive preferences. The combination of high burnout risk, significant legal liability, and mandatory evening or weekend shifts makes this role unsustainable for a candidate prioritizing personal wellbeing and predictable daytime hours. Ultimately, the rigid call-center environment and constant cognitive exhaustion present too great a risk to your goal of a healthy, long-term career."
Vice President of Revenue Cycle,Avoid,Good,High,High Risk,Usually,Highly Analytical,"While the role offers a predictable daytime schedule and hybrid flexibility, the extreme analytical demands and mandatory expertise in financial data create a fundamental mismatch with your skills in procedural, protocol-driven work. The high-stakes nature of the position—where financial survival depends on your ability to navigate complex math and logical deduction—results in a high burnout risk that directly conflicts with your goal for a sustainable career. Ultimately, the intense stress and cognitive requirements of executive revenue management make this role a poor fit for prioritizing personal wellbeing."
